NBR,AIRLINES,ACTIONCODE,ARR,DEP,From,To,DOS,OverN,SEATS,TYPE,ORR,PRE,ETA_R,ETD_R,ETA_C,ETD_C,NEX,DES,SERVICE TYPE,1,2,3,4,5,6,7
200,BL,K,6253,,2024-03-31,2024-10-26,1234567,0,186,320,BMV,BMV,6:35,,6:35,,,,J,1,2,3,4,5,6,7
201,BL,K,6520,,2024-03-31,2024-10-26,1234567,0,186,320,PQC,PQC,6:50,,6:50,,,,J,1,2,3,4,5,6,7
202,BL,K,,6292,2024-03-31,2024-10-26,1234567,0,186,320,,,,6:20,,6:20,TBB,TBB,J,1,2,3,4,5,6,7
203,BL,K,,6224,2024-03-31,2024-10-26,1234567,0,186,320,,,,7:10,,7:10,DLI,DLI,J,1,2,3,4,5,6,7
204,BL,K,,6236,2024-03-31,2024-10-26,1004507,0,186,320,,,,7:20,,7:20,UIH,UIH,J,1,,,4,5,,7
205,BL,K,6283,,2024-03-31,2024-10-26,0230060,0,186,320,VCL,VCL,7:50,,7:50,,,,J,,2,3,,,6,
206,BL,K,,7224,2024-03-31,2024-06-05,1000000,0,180,320,,,,7:00,,7:00,DLI,DLI,J,1,,,,,,
207,BL,K,,6252,2024-03-31,2024-10-26,1234567,0,186,320,,,,4:10,,4:10,BMV,BMV,J,1,2,3,4,5,6,7
208,BL,K,6003,,2024-03-31,2024-10-26,1234567,0,186,320,HAN,HAN,4:10,,4:10,,,,J,1,2,3,4,5,6,7
209,BL,K,,7248,2024-03-31,2024-05-05,0000500,0,180,320,,,,10:45,,10:45,VDH,VDH,J,,,,,5,,
210,BL,K,,7248,2024-03-31,2024-10-26,0200067,0,180,320,,,,10:50,,10:50,VDH,VDH,J,,2,,,,6,7
211,BL,K,,6248,2024-03-31,2024-06-05,0230060,0,186,320,,,,7:25,,7:25,VDH,VDH,J,,2,3,,,6,
212,BL,K,,6232,2024-03-31,2024-10-26,0230060,0,186,320,,,,8:25,,8:25,UIH,UIH,J,,2,3,,,6,
213,BL,K,6293,,2024-03-31,2024-10-20,0000007,0,186,320,TBB,TBB,9:20,,9:20,,,,J,,,,,,,7
214,BL,K,,6212,2024-03-31,2024-10-26,0230060,0,186,320,,,,10:10,,10:10,HUI,HUI,J,,2,3,,,6,
215,BL,K,,6214,2024-03-31,2024-10-26,1004507,0,186,320,,,,10:50,,10:50,HUI,HUI,J,1,,,4,5,,7
216,BL,K,6237,,2024-03-31,2024-10-26,1004507,0,186,320,UIH,UIH,10:20,,10:20,,,,J,1,,,4,5,,7
217,BL,K,,6246,2024-03-31,2024-10-26,1004507,0,186,320,,,,10:10,,10:10,VDH,VDH,J,1,,,4,5,,7
218,BL,K,6249,,2024-03-31,2024-10-26,0230060,0,186,320,VDH,VDH,10:55,,10:55,,,,J,,2,3,,,6,
219,BL,K,7249,,2024-03-31,2024-05-05,0204507,0,180,320,VDH,VDH,14:40,,14:40,,,,J,,2,,4,5,,7
220,BL,K,7249,,2024-03-31,2024-10-26,1030060,0,180,320,VDH,VDH,14:40,,14:40,,,,J,1,,3,,,6,
221,BL,K,6225,,2024-03-31,2024-10-20,0000007,0,186,320,DLI,DLI,9:35,,9:35,,,,J,,,,,,,7
222,BL,K,,6537,2024-03-31,2024-10-20,0000007,0,186,320,,,,9:50,,9:50,PQC,PQC,J,,,,,,,7
223,BL,K,,6062,2024-03-31,2024-10-26,0230060,0,186,320,,,,11:50,,11:50,DAD,DAD,J,,2,3,,,6,
224,BL,K,,7062,2024-03-31,2024-06-05,0034060,0,180,320,,,,6:45,,6:45,DAD,DAD,J,,,3,4,,6,
225,BL,K,,7062,2024-03-31,2024-10-26,1200000,0,180,320,,,,6:40,,6:40,DAD,DAD,J,1,2,,,,,
226,BL,K,7247,,2024-03-31,2024-05-02,0234567,0,180,320,VDH,VDH,12:35,,12:35,,,,J,,2,3,4,5,6,7
227,BL,K,7247,,2024-03-31,2024-05-02,1000000,0,180,320,VDH,VDH,12:35,,12:35,,,,J,1,,,,,,
228,BL,K,,6020,2024-03-31,2024-10-26,1234567,0,186,320,,,,14:45,,14:45,HAN,HAN,J,1,2,3,4,5,6,7
229,BL,K,6213,,2024-03-31,2024-10-26,0230060,0,186,320,HUI,HUI,14:05,,14:05,,,,J,,2,3,,,6,
230,BL,K,6247,,2024-03-31,2024-10-26,1004507,0,186,320,VDH,VDH,14:00,,14:00,,,,J,1,,,4,5,,7
231,BL,K,7063,,2024-03-31,2024-10-26,1234567,0,180,320,DAD,DAD,10:30,,10:30,,,,J,1,2,3,4,5,6,7
232,BL,K,6063,,2024-03-31,2024-10-26,0230060,0,186,320,DAD,DAD,15:05,,15:05,,,,J,,2,3,,,6,
233,BL,K,6041,,2024-03-31,2024-10-26,1004507,0,186,320,HAN,HAN,15:55,,15:55,,,,J,1,,,4,5,,7
234,BL,K,6215,,2024-03-31,2024-10-26,1004507,0,186,320,HUI,HUI,15:15,,15:15,,,,J,1,,,4,5,,7
235,BL,K,7039,,2024-03-31,2024-10-26,1234567,0,180,320,HAN,HAN,14:00,,14:00,,,,J,1,2,3,4,5,6,7
236,BL,K,6069,,2024-03-31,2024-10-26,1234567,0,186,320,DAD,DAD,16:40,,16:40,,,,J,1,2,3,4,5,6,7
237,BL,K,6021,,2024-03-31,2024-10-26,0230060,0,186,320,HAN,HAN,16:55,,16:55,,,,J,,2,3,,,6,
238,BL,K,6039,,2024-03-31,2024-10-26,1004507,0,186,320,HAN,HAN,16:50,,16:50,,,,J,1,,,4,5,,7
239,BL,K,,7030,2024-03-31,2024-06-05,1234567,0,180,320,,,,0:25,,0:25,HAN,HAN,J,1,2,3,4,5,6,7
240,BL,K,,6002,2024-03-31,2024-10-26,1200500,0,186,320,,,,23:05,,23:05,HAN,HAN,J,1,2,,,5,,
241,BL,K,,6030,2024-03-31,2024-10-26,0034000,0,186,320,,,,23:55,,23:55,HAN,HAN,J,,,3,4,,,
242,BL,K,,6030,2024-03-31,2024-10-26,0000067,0,186,320,,,,23:55,,23:55,HAN,HAN,J,,,,,,6,7
243,BL,K,,6513,2024-03-31,2024-10-26,1234567,0,186,320,,,,23:05,,23:05,PQC,PQC,J,1,2,3,4,5,6,7
244,BL,K,,6432,2024-03-31,2024-10-26,1234567,0,186,320,,,,23:10,,23:10,VII,VII,J,1,2,3,4,5,6,7
245,BL,K,,6040,2024-03-31,2024-10-26,1004507,0,186,320,,,,11:15,,11:15,HAN,HAN,J,1,,,4,5,,7
246,BL,K,,6018,2024-03-31,2024-10-26,0230060,0,186,320,,,,11:55,,11:55,HAN,HAN,J,,2,3,,,6,
247,BL,K,6233,,2024-03-31,2024-10-26,0230060,0,186,320,UIH,UIH,11:20,,11:20,,,,J,,2,3,,,6,
248,BL,K,6536,,2024-03-31,2024-10-26,1234567,0,186,320,PQC,PQC,12:35,,12:35,,,,J,1,2,3,4,5,6,7
249,BL,K,,6068,2024-03-31,2024-10-26,1234567,0,186,320,,,,13:15,,13:15,DAD,DAD,J,1,2,3,4,5,6,7
250,BL,K,6293,,2024-04-01,2024-10-26,1234560,0,186,320,TBB,TBB,9:20,,9:20,,,,J,1,2,3,4,5,6,
251,BL,K,,6537,2024-04-01,2024-10-26,1234560,0,186,320,,,,9:50,,9:50,PQC,PQC,J,1,2,3,4,5,6,
252,BL,K,6225,,2024-04-01,2024-10-26,1234560,0,186,320,DLI,DLI,9:35,,9:35,,,,J,1,2,3,4,5,6,
253,BL,K,,6220,2024-04-05,2024-10-26,1234567,0,180,320,,,,23:30,,23:30,DLI,DLI,J,1,2,3,4,5,6,7
254,BL,K,6221,,2024-04-06,2024-10-26,1234567,0,180,320,DLI,DLI,2:35,,2:35,,,,J,1,2,3,4,5,6,7
255,BL,K,,6282,2024-04-06,2024-10-26,1234567,0,186,320,,,,4:30,,4:30,VCL,VCL,J,1,2,3,4,5,6,7
256,BL,K,7283,,2024-04-06,2024-10-26,1004507,0,180,320,VCL,VCL,7:45,,7:45,,,,J,1,,,4,5,,7
257,BL,K,7247,,2024-05-03,2024-10-26,1234567,0,180,320,VDH,VDH,12:30,,12:30,,,,J,1,2,3,4,5,6,7
258,BL,K,6205,,2024-05-03,2024-10-26,1000060,0,180,320,CXR,CXR,8:25,,8:25,,,,J,1,,,,,6,
259,BL,K,,7248,2024-05-06,2024-10-26,0000500,0,180,320,,,,10:50,,10:50,VDH,VDH,J,,,,,5,,
260,BL,K,7249,,2024-05-06,2024-10-26,0000007,0,180,320,VDH,VDH,14:40,,14:40,,,,J,,,,,,,7
261,BL,K,,6700,2024-05-24,2024-08-11,0230060,0,186,320,,,,0:10,,0:10,BMV,BMV,J,,2,3,,,6,
262,BL,K,,6012,2024-05-24,2024-08-11,1234567,0,186,320,,,,3:55,,3:55,HAN,HAN,J,1,2,3,4,5,6,7
263,BL,K,,6521,2024-05-24,2024-08-11,1234567,0,186,320,,,,3:55,,3:55,PQC,PQC,J,1,2,3,4,5,6,7
264,BL,K,6285,,2024-05-24,2024-08-11,1004507,0,186,320,VCL,VCL,3:25,,3:25,,,,J,1,,,4,5,,7
265,BL,K,6433,,2024-05-24,2024-08-11,1004507,0,186,320,VII,VII,2:50,,2:50,,,,J,1,,,4,5,,7
266,BL,K,,6284,2024-05-24,2024-08-11,1004507,0,186,320,,,,0:10,,0:10,VCL,VCL,J,1,,,4,5,,7
267,BL,K,,6529,2024-05-25,2024-08-10,0230060,0,186,320,,,,1:15,,1:15,PQC,PQC,J,,2,3,,,6,
268,BL,K,,6710,2024-05-25,2024-08-10,1004507,0,186,320,,,,1:15,,1:15,PQC,PQC,J,1,,,4,5,,7
269,BL,K,6019,,2024-06-06,2024-10-26,1004060,0,180,320,HAN,HAN,14:50,,14:50,,,,J,1,,,4,,6,
270,BL,K,,7062,2024-06-06,2024-10-26,0030060,0,180,320,,,,6:40,,6:40,DAD,DAD,J,,,3,,,6,
271,BL,K,,6248,2024-06-06,2024-10-26,0030060,0,186,320,,,,7:25,,7:25,VDH,VDH,J,,,3,,,6,
272,BL,K,,6248,2024-06-06,2024-10-26,0200000,0,186,320,,,,7:25,,7:25,VDH,VDH,J,,2,,,,,
273,BL,K,,7030,2024-06-06,2024-10-26,1234567,0,180,320,,,,0:25,,0:25,HAN,HAN,J,1,2,3,4,5,6,7
274,BL,K,6510,,2024-07-06,2024-08-10,0000060,0,186,320,PQC,PQC,5:20,,5:20,,,,J,,,,,,6,
275,BL,K,7249,,2024-08-03,2024-10-26,0004500,0,180,320,VDH,VDH,14:40,,14:40,,,,J,,,,4,5,,
276,BL,K,6510,,2024-08-11,2024-10-26,0000060,0,186,320,PQC,PQC,2:40,,2:40,,,,J,,,,,,6,
277,BL,K,,6710,2024-08-11,2024-10-26,1234567,0,186,320,,,,1:15,,1:15,PQC,PQC,J,1,2,3,4,5,6,7
278,BL,K,6701,,2024-08-12,2024-10-26,1004507,0,186,320,VII,VII,2:50,,2:50,,,,J,1,,,4,5,,7
279,BL,K,6753,,2024-08-12,2024-10-26,1234567,0,180,320,DAD,DAD,3:35,,3:35,,,,J,1,2,3,4,5,6,7
280,BL,K,,6700,2024-08-12,2024-10-26,1234567,0,186,320,,,,0:10,,0:10,BMV,BMV,J,1,2,3,4,5,6,7
281,BL,K,6055,,2024-08-12,2024-10-26,1234567,0,186,320,DAD,DAD,3:35,,3:35,,,,J,1,2,3,4,5,6,7
282,BL,K,,6010,2024-08-12,2024-10-26,1004507,0,180,320,,,,3:30,,3:30,HAN,HAN,J,1,,,4,5,,7
283,BR,K,381,382,2024-03-31,2024-10-26,1234567,0,323,77W,TPE,TPE,15:00,18:50,15:00,18:50,TPE,TPE,JJ,1,2,3,4,5,6,7
284,BR,K,391,392,2024-03-31,2024-10-26,1234567,0,353,77W,TPE,TPE,4:40,5:50,4:40,5:50,TPE,TPE,JJ,1,2,3,4,5,6,7
285,BR,K,395,396,2024-03-31,2024-03-31,0000007,0,353,77W,TPE,TPE,2:55,8:55,2:55,8:55,TPE,TPE,JJ,,,,,,,7
286,BR,K,395,396,2024-04-01,2024-10-26,1234567,0,353,77W,TPE,TPE,2:55,8:55,2:55,8:55,TPE,TPE,JJ,1,2,3,4,5,6,7
287,CA,K,903,904,2024-03-31,2024-10-25,1234507,0,167,738,PEK,PEK,17:40,22:10,17:40,22:10,PEK,PEK,JJ,1,2,3,4,5,,7
288,CA,K,407,408,2024-03-31,2024-10-22,0000007,0,167,738,CKG,CKG,14:20,16:20,14:20,16:20,CKG,CKG,JJ,,,,,,,7
289,CA,K,407,408,2024-04-01,2024-10-21,1030000,0,176,738,CKG,CKG,15:15,17:20,15:15,17:20,CKG,CKG,JJ,1,,3,,,,
290,CA,K,407,408,2024-04-01,2024-10-21,0000500,0,176,738,CKG,CKG,16:15,18:20,16:15,18:20,CKG,CKG,JJ,,,,,5,,
291,CA,K,903,904,2024-04-06,2024-10-26,0000060,0,167,738,PEK,PEK,17:40,22:10,17:40,22:10,PEK,PEK,JJ,,,,,,6,
292,CA,K,407,408,2024-10-22,2024-10-25,0000500,0,176,738,CKG,CKG,16:15,18:20,16:15,18:20,CKG,CKG,JJ,,,,,5,,
293,CI,K,781,782,2024-03-31,2024-10-26,1234567,0,358,77W,TPE,TPE,2:50,3:50,2:50,3:50,TPE,TPE,JJ,1,2,3,4,5,6,7
294,CI,K,783,784,2024-03-31,2024-10-26,1234567,0,306,359,TPE,TPE,9:45,10:45,9:45,10:45,TPE,TPE,JJ,1,2,3,4,5,6,7
295,CI,K,5886,5886,2024-03-31,2024-10-26,0200000,0,0,74Y,PEN,PEN,10:00,12:00,10:00,12:00,TPE,TPE,FF,,2,,,,,
296,CI,K,6651,6652,2024-03-31,2024-10-26,0030000,0,0,74Y,TPE,BKK,3:30,6:10,3:30,6:10,TPE,TPE,FF,,,3,,,,
297,CI,K,6651,6652,2024-03-31,2024-10-26,0000060,0,0,74Y,TPE,BKK,10:00,12:00,10:00,12:00,TPE,TPE,FF,,,,,,6,
298,CI,K,6879,6852,2024-03-31,2024-10-26,0000500,0,0,74Y,TPE,TPE,3:30,6:10,3:30,6:10,TPE,TPE,FF,,,,,5,,
299,CI,K,785,786,2024-03-31,2024-10-22,0200007,0,158,738,TPE,TPE,18:05,19:05,18:05,19:05,TPE,TPE,JJ,,2,,,,,7
300,CI,K,785,786,2024-04-01,2024-10-26,1034560,0,158,738,TPE,TPE,18:05,19:05,18:05,19:05,TPE,TPE,JJ,1,,3,4,5,6,
301,CV,K,7954,7954,2024-04-04,2024-10-24,0004000,0,0,74N,LUX,BAH,19:50,21:20,19:50,21:20,HKG,HKG,FF,,,,4,,,
302,CV,K,7855,7855,2024-04-06,2024-10-26,0000060,0,0,74N,LUX,AMM,16:55,18:25,16:55,18:25,HKG,HKG,FF,,,,,,6,
303,CX,K,767,766,2024-03-31,2024-10-26,1234567,0,317,333,HKG,HKG,3:25,4:25,3:25,4:25,HKG,HKG,JJ,1,2,3,4,5,6,7
304,CX,K,799,764,2024-03-31,2024-10-26,1234567,0,368,77W,HKG,HKG,10:20,11:20,10:20,11:20,HKG,HKG,JJ,1,2,3,4,5,6,7
305,CX,K,3148,3148,2024-04-03,2024-10-23,0030000,0,0,74Y,HAN,HAN,17:35,19:30,17:35,19:30,HKG,HKG,FF,,,3,,,,
306,CZ,K,8317,8318,2024-03-31,2024-10-26,1234567,0,164,738,WUH,WUH,17:40,18:40,17:40,18:40,WUH,WUH,JJ,1,2,3,4,5,6,7
307,CZ,K,8473,8474,2024-03-31,2024-10-26,1234567,0,160,320,SZX,SZX,18:25,19:25,18:25,19:25,SZX,SZX,JJ,1,2,3,4,5,6,7
308,CZ,K,367,368,2024-03-31,2024-10-26,1234567,1,160,738,CAN,CAN,14:50,1:00,14:50,1:00,CAN,CAN,JJ,1,2,3,4,5,6,7
309,CZ,K,6041,6042,2024-03-31,2024-10-26,1234567,0,160,738,PEK,PEK,17:05,22:40,17:05,22:40,PEK,PEK,JJ,1,2,3,4,5,6,7
310,CZ,K,6095,6096,2024-03-31,2024-10-25,1234567,0,200,32Q,SZX,SZX,6:30,7:30,6:30,7:30,SZX,SZX,JJ,1,2,3,4,5,6,7
311,CZ,K,3069,3070,2024-03-31,2024-03-31,1000000,0,163,738,CAN,CAN,4:00,4:55,4:00,4:55,CAN,CAN,JJ,1,,,,,,
312,CZ,K,3069,3070,2024-03-31,2024-10-26,0234567,0,178,7M8,CAN,CAN,4:00,4:55,4:00,4:55,CAN,CAN,JJ,,2,3,4,5,6,7
313,CZ,K,373,374,2024-03-31,2024-10-26,1234567,0,166,32N,CAN,CAN,7:30,8:40,7:30,8:40,CAN,CAN,JJ,1,2,3,4,5,6,7
314,CZ,K,6077,6078,2024-03-31,2024-10-26,1234567,0,166,32N,PVG,PVG,5:00,5:55,5:00,5:55,PVG,PVG,JJ,1,2,3,4,5,6,7
315,CZ,K,6089,6090,2024-03-31,2024-10-26,1234567,0,166,32N,CAN,CAN,18:35,19:35,18:35,19:35,CAN,CAN,JJ,1,2,3,4,5,6,7
316,CZ,K,3069,3070,2024-04-01,2024-10-21,1000000,0,178,7M8,CAN,CAN,4:00,4:55,4:00,4:55,CAN,CAN,JJ,1,,,,,,
317,CZ,K,489,490,2024-04-01,2024-10-24,1004000,0,0,74F,CAN,CAN,17:45,19:35,17:45,19:35,HAN,CAN,FF,1,,,4,,,
318,CZ,K,3069,3070,2024-10-22,2024-10-26,1000000,0,163,738,CAN,CAN,4:00,4:55,4:00,4:55,CAN,CAN,JJ,1,,,,,,
319,DR,K,5055,5056,2024-04-02,2024-04-30,0200000,0,144,737,LJG,LJG,10:10,11:10,10:10,11:10,LJG,LJG,JJ,,2,,,,,
320,DR,K,5055,5056,2024-04-04,2024-06-20,0004000,0,144,737,LJG,LJG,10:35,11:40,10:35,11:40,LJG,LJG,JJ,,,,4,,,
321,DR,K,5055,5056,2024-04-06,2024-10-26,0000060,0,144,737,LJG,LJG,6:10,7:15,6:10,7:15,LJG,LJG,JJ,,,,,,6,
322,DR,K,5055,5056,2024-06-11,2024-08-27,0200000,0,144,737,LJG,LJG,5:50,7:05,5:50,7:05,LJG,LJG,JJ,,2,,,,,
323,DR,K,5055,5056,2024-07-11,2024-10-24,0004000,0,144,737,LJG,LJG,4:55,6:10,4:55,6:10,LJG,LJG,JJ,,,,4,,,
324,EK,K,392,393,2024-03-31,2024-05-31,1234567,0,428,77W,DXB,DXB,13:00,16:50,13:00,16:50,DXB,DXB,JJ,1,2,3,4,5,6,7
325,EK,K,9856,9857,2024-03-31,2024-10-26,0000007,0,0,77X,DWC,DWC,18:10,20:10,18:10,20:10,DWC,DWC,FF,,,,,,,7
326,EK,K,9858,9859,2024-03-31,2024-10-26,0000060,0,0,77X,DWC,DWC,18:10,20:10,18:10,20:10,DWC,DWC,FF,,,,,,6,
327,EK,K,392,393,2024-06-01,2024-10-26,1234567,0,428,77W,DXB,DXB,13:00,16:55,13:00,16:55,DXB,DXB,JJ,1,2,3,4,5,6,7
328,EY,K,995,996,2024-04-04,2024-10-24,0004000,0,0,77X,AUH,AUH,17:45,19:45,17:45,19:45,AUH,AUH,FF,,,,4,,,
329,EY,K,995,996,2024-04-06,2024-10-26,0000060,0,0,77X,AUH,AUH,17:20,19:15,17:20,19:15,AUH,AUH,FF,,,,,,6,
330,FD,K,656,657,2024-03-31,2024-10-26,1234567,0,180,320,DMK,DMK,2:15,2:45,2:15,2:45,DMK,DMK,JJ,1,2,3,4,5,6,7
331,FD,K,658,659,2024-03-31,2024-10-26,1234567,0,180,320,DMK,DMK,14:05,14:35,14:05,14:35,DMK,DMK,JJ,1,2,3,4,5,6,7
332,FD,K,654,655,2024-03-31,2024-10-26,1234567,0,180,320,DMK,DMK,8:20,8:50,8:20,8:50,DMK,DMK,JJ,1,2,3,4,5,6,7
333,FX,K,5194,5194,2024-03-31,2024-10-26,1234000,1,0,76F,CAN,CAN,22:40,0:15,22:40,0:15,CGK,SIN,FF,1,2,3,4,,,
334,FX,K,5775,6065,2024-03-31,2024-10-26,0000007,1,0,76F,CAN,HAN,23:15,13:55,23:15,13:55,CAN,CAN,FF,,,,,,,7
335,FX,K,6008,6008,2024-03-31,2024-10-26,0234500,0,0,76F,CRK,CRK,13:30,14:45,13:30,14:45,CAN,CAN,FF,,2,3,4,5,,
336,HB,K,261,262,2024-03-31,2024-10-26,0030000,0,189,738,HKG,HKG,11:50,12:55,11:50,12:55,HKG,HKG,JJ,,,3,,,,
337,HU,K,767,768,2024-03-31,2024-10-23,0030007,0,189,738,HAK,HAK,18:35,19:45,18:35,19:45,HAK,HAK,JJ,,,3,,,,7
338,HX,K,538,539,2024-07-01,2024-10-26,1234567,0,174,320,HKG,HKG,8:10,9:20,8:10,9:20,HKG,HKG,JJ,1,2,3,4,5,6,7
339,IX,K,636,635,2024-03-31,2024-10-26,0200007,0,186,738,BLR,BLR,14:00,15:00,14:00,15:00,BLR,BLR,JJ,,2,,,,,7
340,IX,K,636,635,2024-03-31,2024-06-26,1000000,0,186,738,BLR,BLR,14:00,15:00,14:00,15:00,BLR,BLR,JJ,1,,,,,,
341,IX,K,636,635,2024-03-31,2024-06-27,0004000,0,186,738,BLR,BLR,14:00,15:00,14:00,15:00,BLR,BLR,JJ,,,,4,,,
342,IX,K,636,635,2024-03-31,2024-06-28,0005000,0,186,738,BLR,BLR,14:00,15:00,14:00,15:00,BLR,BLR,JJ,,,,,5,,
343,IX,K,644,643,2024-03-31,2024-10-26,0030007,0,186,738,HYD,HYD,16:05,17:00,16:05,17:00,HYD,HYD,JJ,,,3,,,,7
344,IX,K,644,643,2024-03-31,2024-10-26,1200500,0,186,738,HYD,HYD,15:55,17:00,15:55,17:00,HYD,HYD,JJ,1,2,,,5,,
345,IX,K,644,643,2024-03-31,2024-10-26,0004060,0,186,738,HYD,HYD,15:55,16:55,15:55,16:55,HYD,HYD,JJ,,,,4,,6,
346,IX,K,644,643,2024-03-31,2024-10-26,1234567,0,186,738,BLR,BLR,22:30,23:25,22:30,23:25,BLR,BLR,JJ,1,2,3,4,5,6,7
347,IX,K,636,635,2024-09-30,2024-10-25,0004000,0,186,738,BLR,BLR,14:00,15:00,14:00,15:00,BLR,BLR,JJ,,,,4,,,
348,JL,K,759,70,2024-03-31,2024-06-30,1234567,0,206,788,NRT,NRT,15:00,16:20,15:00,16:20,HND,HND,JJ,1,2,3,4,5,6,7
349,JL,K,79,750,2024-03-31,2024-10-26,1234567,1,206,788,HND,HND,22:15,1:00,22:15,1:00,NRT,NRT,JJ,1,2,3,4,5,6,7
350,JL,K,759,70,2024-07-01,2024-09-30,1234567,0,206,788,NRT,NRT,14:45,16:10,14:45,16:10,HND,HND,JJ,1,2,3,4,5,6,7
351,JL,K,759,70,2024-10-01,2024-10-26,1234567,0,206,788,NRT,NRT,15:00,16:20,15:00,16:20,HND,HND,JJ,1,2,3,4,5,6,7
352,JQ,K,61,62,2024-03-31,2024-10-20,0000007,0,335,788,SYD,SYD,14:00,15:40,14:00,15:40,SYD,SYD,JJ,,,,,,,7
353,JQ,K,63,,2024-04-01,2024-10-21,1000000,0,335,788,MEL,MEL,14:00,,14:00,,,,J,1,,,,,,
354,JQ,K,,64,2024-04-01,2024-10-21,1000000,0,335,788,,,,15:40,,15:40,MEL,MEL,J,1,,,,,,
355,JQ,K,61,,2024-04-02,2024-04-30,0200000,0,335,788,SYD,SYD,14:00,,14:00,,,,J,,2,,,,,
356,JQ,K,,62,2024-04-02,2024-04-30,0200000,0,335,788,,,,15:40,,15:40,SYD,SYD,J,,2,,,,,
357,JQ,K,63,64,2024-04-03,2024-06-19,0030000,0,335,788,MEL,MEL,14:00,15:40,14:00,15:40,MEL,MEL,JJ,,,3,,,,
358,JQ,K,61,62,2024-04-04,2024-10-24,0004000,0,335,788,SYD,SYD,14:00,15:40,14:00,15:40,SYD,SYD,JJ,,,,4,,,
359,JQ,K,63,64,2024-04-05,2024-10-25,0000500,0,335,788,MEL,MEL,14:00,15:40,14:00,15:40,MEL,MEL,JJ,,,,,5,,
360,JQ,K,63,,2024-04-06,2024-05-04,0000060,0,335,788,MEL,MEL,14:00,,14:00,,,,J,,,,,,6,
361,JQ,K,,64,2024-04-06,2024-05-04,0000060,0,335,788,,,,15:40,,15:40,MEL,MEL,J,,,,,,6,
362,JQ,K,61,62,2024-05-07,2024-06-18,0200000,0,335,788,SYD,SYD,14:00,15:40,14:00,15:40,SYD,SYD,JJ,,2,,,,,
363,JQ,K,63,64,2024-05-11,2024-06-22,0000060,0,335,788,MEL,MEL,14:00,15:40,14:00,15:40,MEL,MEL,JJ,,,,,,6,
364,JQ,K,61,,2024-06-25,2024-07-23,0200000,0,335,788,SYD,SYD,14:00,,14:00,,,,J,,2,,,,,
365,JQ,K,,62,2024-06-25,2024-07-23,0200000,0,335,788,,,,15:40,,15:40,SYD,SYD,J,,2,,,,,
366,JQ,K,63,,2024-06-26,2024-07-24,0030000,0,335,788,MEL,MEL,14:00,,14:00,,,,J,,,3,,,,
367,JQ,K,,64,2024-06-26,2024-07-24,0030000,0,335,788,,,,15:40,,15:40,MEL,MEL,J,,,3,,,,
368,JQ,K,63,,2024-06-29,2024-10-26,0000060,0,335,788,MEL,MEL,14:00,,14:00,,,,J,,,,,,6,
369,JQ,K,,64,2024-06-29,2024-10-26,0000060,0,335,788,,,,15:40,,15:40,MEL,MEL,J,,,,,,6,
370,JQ,K,61,62,2024-07-30,2024-10-22,0200000,0,335,788,SYD,SYD,14:00,15:40,14:00,15:40,SYD,SYD,JJ,,2,,,,,
371,JQ,K,63,64,2024-07-31,2024-09-18,0030000,0,335,788,MEL,MEL,14:00,15:40,14:00,15:40,MEL,MEL,JJ,,,3,,,,
372,JQ,K,63,64,2024-09-25,2024-10-16,0030000,0,335,788,MEL,MEL,14:00,15:40,14:00,15:40,MEL,MEL,JJ,,,3,,,,
373,JQ,K,63,64,2024-10-23,2024-10-23,0030000,0,335,788,SYD,MEL,14:00,15:40,14:00,15:40,MEL,MEL,JJ,,,3,,,,
374,JX,K,711,712,2024-03-31,2024-10-26,1234067,0,297,339,TPE,TPE,3:15,4:30,3:15,4:30,TPE,TPE,JJ,1,2,3,4,,6,7
375,JX,K,713,714,2024-03-31,2024-05-04,0000060,0,297,339,TPE,TPE,10:00,11:05,10:00,11:05,TPE,TPE,JJ,,,,,,6,
376,JX,K,713,714,2024-03-31,2024-06-15,0000007,0,297,339,TPE,TPE,10:00,11:05,10:00,11:05,TPE,TPE,JJ,,,,,,,7
377,JX,K,713,714,2024-04-01,2024-10-21,1200500,0,297,339,TPE,TPE,10:00,11:00,10:00,11:00,TPE,TPE,JJ,1,2,,,5,,
378,JX,K,1713,1714,2024-04-01,2024-10-25,0004000,0,297,339,TPE,TPE,9:05,10:05,9:05,10:05,TPE,TPE,JJ,,,,4,,,
379,JX,K,711,712,2024-04-05,2024-10-25,0000500,0,297,339,TPE,TPE,3:15,4:25,3:15,4:25,TPE,TPE,JJ,,,,,5,,
380,JX,K,713,714,2024-05-11,2024-06-15,0000060,0,297,339,TPE,TPE,9:55,10:55,9:55,10:55,TPE,TPE,JJ,,,,,,6,
381,JX,K,713,714,2024-06-09,2024-10-20,0000007,0,297,339,TPE,TPE,10:00,11:00,10:00,11:00,TPE,TPE,JJ,,,,,,,7
382,JX,K,713,714,2024-06-22,2024-08-24,0000060,0,297,339,TPE,TPE,9:55,11:00,9:55,11:00,TPE,TPE,JJ,,,,,,6,
383,JX,K,713,714,2024-09-07,2024-10-20,0000060,0,297,339,TPE,TPE,10:00,11:00,10:00,11:00,TPE,TPE,JJ,,,,,,6,
384,K6,K,838,817,2024-03-31,2024-10-26,1234567,0,203,321,KOS,KOS,4:30,5:00,4:30,5:00,PNH,PNH,JJ,1,2,3,4,5,6,7
